（もういちど流行歌）「やさしい悪魔」キャンディーズ　解散宣言前、最も売れていた曲 	2016/4/16	朝刊	週末ｂｅ・ｂ０２
産業淘汰「石炭の街」苦難　中国減速、成長率６．７％ 	2016/4/16	朝刊	３総合
グアム射程、米の反発必至　北朝鮮、弾道ミサイル失敗 	2016/4/16	朝刊	３総合
（街のＢ級言葉図鑑）行かれません　飯間浩明 	2016/4/16	朝刊	週末ｂｅ・ｂ０３
新幹線脱線、防止ガードなし　大きな揺れ想定外区間　熊本地震 	2016/4/16	朝刊	３総合
（サザエさんをさがして）スズメ　徐々に数減らす身近な鳥 	2016/4/16	朝刊	週末ｂｅ・ｂ０３
（北欧女子オーサの日本探検）京都を歩く：下　芸妓さんがハジける夜 	2016/4/16	朝刊	週末ｂｅ・ｂ０４
（古都さんぽ）夢枕獏が歩く：３　長建寺　宇賀神ってどんな神？ 	2016/4/16	朝刊	週末ｂｅ・ｂ０４
見解「変更なし」政府答弁書決定　憲法は核兵器禁止せず 	2016/4/16	朝刊	４総合
首相動静　１５日 	2016/4/16	朝刊	４総合
安保関連法「支持・歓迎」の国名列挙　外交青書、「評価」を強調 	2016/4/16	朝刊	４総合
（旬ネタ！！）タッキーファッション　滝沢クンは関係ない 	2016/4/16	朝刊	週末ｂｅ・ｂ０４
衆院選改革、法案提出　自公案・民進案、２２日審議入り 	2016/4/16	朝刊	４総合
首相、きょう熊本視察　地震対応へ現地本部 	2016/4/16	朝刊	４総合
パナマ大統領あす訪日 	2016/4/16	朝刊	４総合
（呉座勇一の交流の歴史学）中世の花まつり　飾りつけめぐりケンカも 	2016/4/16	朝刊	週末ｂｅ・ｂ０４
ＴＰＰ審議１８日再開　熊本地震で見送り 	2016/4/16	朝刊	４総合
待機児童解消へ、保育所騒音対策　民進が提言原案 	2016/4/16	朝刊	４総合
辺野古係争、２２日陳述　沖縄県と国交省 	2016/4/16	朝刊	４総合
非自民政権樹立に力　労組の中央組織築く　山岸章さん死去 	2016/4/16	朝刊	４総合
自衛隊派遣、２万人に増強　首相、熊本視察を中止　熊本地震 	2016/4/16	夕刊	２総合
Ｇ２０、税逃れ防止策を強化　声明採択、情報交換を全関係国に要求 	2016/4/16	夕刊	２総合
北朝鮮のミサイル、移動台から　米分析「破滅的失敗」 	2016/4/16	夕刊	２総合
川内原発は運転継続　揺れ、停止値下回る　熊本地震 	2016/4/16	夕刊	２総合
デジタル版から　朝日新聞ＤＩＧＩＴＡＬ 	2016/4/16	夕刊	２総合
米政府「支援用意ある」　熊本地震 	2016/4/16	夕刊	２総合
中国の弁護士、一時拘束　「パナマ文書」をネット上で紹介 	2016/4/16	夕刊	２総合
（ののちゃんのＤＯ科学）ＩＣカードはどんな仕組み？ 	2016/4/16	朝刊	週末ｂｅ・ｂ０５
（今さら聞けない＋）円周率π　進む計算法、桁数「１０兆」超え 	2016/4/16	朝刊	週末ｂｅ・ｂ０５
（みちのものがたり）「塩の行進」の道　インド・グジャラート州　「インドの全て」の巨大さ 	2016/4/16	朝刊	週末ｂｅ・ｂ０６
（肴ごはん）「春キャベツ　桜エビの熱々オイルがけ」　サクラサク春の味わい 	2016/4/16	朝刊	週末ｂｅ・ｂ０６
（帰ってきた食べテツの女）偉い猫の駅で熱き猫を食う　ホットキャットセット　和歌山電鉄貴志駅　荷宮和子 	2016/4/16	朝刊	週末ｂｅ・ｂ０６
正規との賃金差、欧州並み水準に　１億総活躍相が目標 	2016/4/16	朝刊	５総合
（Ｒｅ：お答えします）「桜を見る会」とは、どんな会？ 	2016/4/16	朝刊	５総合
「ひとみ」分解は設定ミス？　姿勢を勘違いし回転　ＪＡＸＡ発表 	2016/4/16	朝刊	５総合
日ロ平和条約、早期に交渉　首相訪ロ準備、外相合意 	2016/4/16	朝刊	５総合
（教えて！１億総活躍社会：７）働く高齢者増加、どう支援？ 	2016/4/16	朝刊	５総合
（作家の口福）日仏の味の違い　辻仁成 	2016/4/16	朝刊	週末ｂｅ・ｂ０６
温室ガス、５年ぶり減　１４年度３．１％減　再生エネ大幅増 	2016/4/16	朝刊	５総合
日本の電力３社、投資対象外　ノルウェー年金基金、石炭比率理由に 	2016/4/16	朝刊	５総合
新会長に勝野氏　電事連発表 	2016/4/16	朝刊	２経済
新社長に萩尾陽平氏　ウォーターダイレクト 	2016/4/16	朝刊	２経済
（商品ファイル）わさび２種、マヨでまろやか　湖池屋 	2016/4/16	朝刊	２経済
東芝、早期退職者３４４９人に 	2016/4/16	朝刊	２経済
成長戦略に溝、白紙濃厚　東芝・富士通・ＶＡＩＯ、パソコン統合交渉 	2016/4/16	朝刊	２経済
高橋淳さん死去 	2016/4/16	朝刊	２経済
熊本地震、相次ぐ操業停止　部品供給、寸断のおそれ 	2016/4/16	朝刊	２経済
（商品ファイル）琉球紅型、かりゆしウェアに 	2016/4/16	朝刊	２経済
（商品ファイル）優れた加速、操縦しやすく　ヤマハ発動機のマリンジェット 	2016/4/16	朝刊	２経済
新社長に呉文精氏　ルネサス 	2016/4/16	朝刊	２経済
（商品ファイル）シャフト長く、軽く　プロギアのドライバー 	2016/4/16	朝刊	２経済
決算・人事など 	2016/4/16	朝刊	２経済
